"genes","logFC","logCPM","PValue","FDR"
"IFIT2",2.18220829196988,3.35290726715077,6.30728570877796e-16,6.04382512865088e-14
"MAP2K7",-1.22758443156627,6.2323233505127,7.69323738022253e-16,7.29588563512032e-14
"TOMM40",-1.2598701738721,5.73731116792342,1.10484120971943e-15,1.0370851314499e-13
"MFGE8",-1.21308550228046,7.71123234856771,1.1715580567952e-15,1.07986583246006e-13
"HLA-DRB1",2.85733946033757,7.55717389588988,1.17389480645729e-15,1.07986583246006e-13
"SPTLC3",2.45752664231228,1.56340149145271,1.27348982109515e-15,1.15988444200537e-13
"DUS1L",-1.12340890437053,6.50671550384773,1.43259623434388e-15,1.29200517252249e-13
"EPS15L1",-1.23715330093685,5.94110659172863,1.50468914383033e-15,1.3438481003976e-13
"CD74",2.7392861319122,9.64495821016254,2.10893514303803e-15,1.86539369046219e-13
"RBM19",-0.830956787113691,4.68700519777136,2.34737091082644e-15,2.05652047701832e-13
"B4GALNT1",-1.66192880072431,3.80307558911005,2.54000091776072e-15,2.20428947570574e-13
"TRMT6",-1.14153183706813,4.10822971893137,2.80090256668849e-15,2.40799090756705e-13
"PSMB9",2.83663250351696,5.27320184406083,3.46769064994307e-15,2.95363761933577e-13
"HLA-DPB1",3.24349994100374,7.13833221365642,3.78148485366112e-15,3.19136506136042e-13
"SLC9A3R1",2.63287684102314,4.11131309312116,4.48784343208702e-15,3.75306106652441e-13
"UBALD2",-1.72306226033762,5.96733738283672,5.05875330558485e-15,4.19238483406082e-13
"BTN3A1",2.37657863052966,5.31561819522404,5.33349214201897e-15,4.38060662628861e-13
"PELI3",-1.19635372667768,3.73489208063574,5.49693173849279e-15,4.47489159844205e-13
"PPRC1",-1.19428968609445,4.66400151073787,5.94030824348302e-15,4.79341188875441e-13
"SVIP",-1.16402243159364,4.03978367424926,6.33880304381802e-15,5.04820981417477e-13
"ABR",1.59476863116608,5.82013937711183,6.36582605113896e-15,5.04820981417477e-13
"CCDC84",-1.08108047691556,5.02121244547646,7.05278706747453e-15,5.54517848151266e-13
"HLA-DPA1",3.25702509023357,7.40248404264839,8.08918643891897e-15,6.30613780098437e-13
"TRIM21",1.49410776055565,3.26070742206356,8.57861469708733e-15,6.63148542844591e-13
"HLA-DOA",3.57476181984571,4.11082428395739,9.1150370486614e-15,6.93021100126136e-13
"ADRM1",-1.38746718716689,7.35863082106613,9.11572487392786e-15,6.93021100126136e-13
"PDCD11",-0.967207856522786,5.32520115089106,9.92683161931784e-15,7.48499377591023e-13
"TSPAN9",1.85669057688107,5.7619182778727,1.12464968204721e-14,8.41109953264413e-13
"RRP1",-1.26432782359337,4.49581734091718,1.17444195089431e-14,8.71265444054575e-13
"P4HA2",1.44441609490578,4.04974409005658,1.24093413921755e-14,9.10844540604511e-13
"AUP1",-0.90875403410568,6.24963174326061,1.24759660958983e-14,9.10844540604511e-13
"NFX1",-0.87686510477712,6.16803335203404,1.31468111203234e-14,9.52263901542162e-13
"SEMA3C",1.96388345462904,6.05914446338369,1.38870573735397e-14,9.98023756087436e-13
"GAA",-0.902507850374846,6.305425934621,1.52462052508628e-14,1.0872080783154e-12
"CRTC2",-0.845526825528142,5.04920698638598,1.63884590425256e-14,1.15849953343327e-12
"SSRP1",-1.10656386055418,6.28098797752352,1.64978192064091e-14,1.15849953343327e-12
"DDX21",-1.27764768115478,6.28632259913558,1.67296499580139e-14,1.1658791663922e-12
"BTN3A2",2.66398589754796,6.35591671214075,1.77044265153014e-14,1.22453398131021e-12
"NOC2L",-1.09711604133074,6.4861597905773,1.9691204477553e-14,1.3517864924553e-12
"GLRX",-1.95094005313881,6.63379278615901,2.10417200167208e-14,1.43379838839863e-12
"PLPP1",1.45740772725257,6.23929942553308,2.56268694684729e-14,1.73339391353296e-12
"UTP4",-1.1214381886964,5.37128569826408,2.93288826225402e-14,1.96931672441421e-12
"MAP3K14",-1.42418152392946,5.45816353119294,3.330247719088e-14,2.21992382376018e-12
"ARRDC3",-1.13533456537499,5.99565840058369,3.67053263616152e-14,2.42915321726977e-12
"IFNGR2",1.0528332807451,5.41726161823349,4.48496809480806e-14,2.94694439315281e-12
"AKAP8L",-1.06941103438972,6.06373879487259,4.6604919480901e-14,3.04055783194899e-12
"STMN1",2.05788335773825,5.12536757718675,4.86933378143125e-14,3.15443672221029e-12
"TBL3",-1.14059515034614,5.40648869766482,5.10238246544134e-14,3.28229484612552e-12
"VPS53",-0.802592268844528,5.29528231770064,5.56834031655561e-14,3.55716406749966e-12
"DRG2",-0.709083978438104,5.18956682496376,6.15069393320424e-14,3.90208506838247e-12
"SIPA1L2",-1.79364071665304,4.34483170591397,6.54191330781964e-14,4.12185346018033e-12
"DBI",1.857968975433,6.32116377376502,7.01732280186184e-14,4.39131649349164e-12
"GPATCH8",-1.10526931733482,6.70803709318999,7.09756234178663e-14,4.41151864743887e-12
"ARMCX2",1.52335444263089,3.93619365616378,7.25512591838504e-14,4.47918814249826e-12
"CSTB",1.13587794326264,5.92812269945119,7.50472527265449e-14,4.60239785220991e-12
"PARP9",1.88840518421984,5.56475037575145,7.82378736934719e-14,4.76629271593542e-12
"IFIT5",1.61689339702803,3.379029476066,7.963810924774e-14,4.81967741427605e-12
"ILF3",-0.820631576153365,7.54234707991062,8.25990035313778e-14,4.96619760447807e-12
"UBTD2",1.20861931380496,4.38506438289827,8.35699197659217e-14,4.99194605147216e-12
"TWNK",-1.37455270151544,3.92695329965146,8.99756153697243e-14,5.33990765023286e-12
"APOBEC3C",2.68434679286131,4.66424070973193,9.51249816675302e-14,5.60932504076673e-12
"SOD2",-2.69871598388764,10.4489959376926,9.69917811282417e-14,5.68297703566048e-12
"TCERG1",-0.836776635459121,5.51671825943124,9.79655919813308e-14,5.70370557364723e-12
"UNC13D",-1.5316491270834,4.23697818389627,1.07045056799428e-13,6.17347127691543e-12
"IQGAP2",2.93671476794759,2.87788366222894,1.07376389206052e-13,6.17347127691543e-12
"RHBDD3",-1.16648305538639,4.39352132979301,1.14710943912846e-13,6.5541985903992e-12
"UBE4A",-0.728956964218232,5.75726936226515,1.17752794270772e-13,6.68646885491870e-12
"EML2",1.27280440375137,4.05810118931409,1.20756851572073e-13,6.81498329823008e-12
"MBD6",-1.00645249174606,5.65833454729703,1.31386567025795e-13,7.34019830515176e-12
"SAMD8",-0.838143770522834,5.46908883532704,1.31659171687144e-13,7.34019830515176e-12
"MAN2C1",-1.01209166985209,6.99519006661802,1.32969967805051e-13,7.36861887854617e-12
"C4orf3",1.07291897861799,6.9469028564657,1.48295932243826e-13,8.16870826773025e-12
"RSL1D1",-1.26011709372081,7.58609456533726,1.57493604587133e-13,8.62371231307759e-12
"DHX33",-1.01378519016977,4.35560875906535,1.79498738961082e-13,9.77046686214787e-12
"EHMT1",-0.746839269734187,5.46245913516776,2.00491369169782e-13,1.08489417940755e-11
"GLTSCR1",-1.0969288940372,4.19653446124265,2.02129377647589e-13,1.0873614882925e-11
"PPM1G",-0.865702784466392,6.25232680588922,2.03898774669524e-13,1.09050280708427e-11
"FRY",1.54513146361516,5.50128630438276,2.06277212793737e-13,1.09684628930034e-11
"CPSF4",-0.75078648300733,5.17223474979628,2.21204637326583e-13,1.1637295385402e-11
"LARP1B",-0.972704733297415,4.4625616917068,2.21385660663697e-13,1.1637295385402e-11
"TUBB6",2.56812387122887,6.01636129464988,2.23234081364146e-13,1.16477976909755e-11
"STAT1",2.9130230144952,8.27254300627316,2.24117859691561e-13,1.16477976909755e-11
"RRS1",-1.26817506999419,4.73319615937182,2.27560983591771e-13,1.1760300494723e-11
"DCAF8",-1.05711161164702,7.07676208655742,2.30631463502723e-13,1.18523957137517e-11
"MLLT3",1.14558427927055,3.12755681747888,2.40266448142363e-13,1.22789503136755e-11
"ZC3HAV1",1.60382647164752,4.68410256639562,2.45678091676987e-13,1.24861478747879e-11
"KSR1",-1.01355716021082,5.95523396452115,2.47107337004532e-13,1.24897823796961e-11
"SLC15A3",2.08348809752068,4.1470722517074,2.7235972077589e-13,1.36801693974601e-11
"BBS9",1.28570294844233,3.06406622669804,2.73633130680798e-13,1.36801693974601e-11
"GCFC2",-1.22401319248673,5.0300183937068,2.93914233164576e-13,1.46146866534105e-11
"FAM171A1",1.94509538499555,3.84843406957132,3.04803815752037e-13,1.50746790381881e-11
"ZNF814",-1.28788442465294,3.33534655502181,3.09193992381946e-13,1.52100296038584e-11
"CTPS1",-1.16000394356935,4.20392315345338,3.26791081908196e-13,1.59901657578377e-11
"LUC7L2",-0.747321781185098,5.73519230839107,3.65382971113142e-13,1.7783904504073e-11
"HLA-DMB",2.7608666581921,4.61413256346515,3.70168100082271e-13,1.79219808034569e-11
"MIF4GD",-0.975017798937543,4.6188394062974,4.04429917899747e-13,1.94782765170669e-11
"CCDC3",2.54039747106699,5.87425254869022,4.2075794301894e-13,2.0159126655371e-11
"TCOF1",-1.20752823755707,5.28104740375858,4.66045155948402e-13,2.21242331372824e-11
"INMT",2.06650259176554,4.23912436589012,4.66583457835937e-13,2.21242331372824e-11
"PSMD11",-1.01904737040729,6.9123930110516,4.76560701169854e-13,2.24814455900589e-11
"SLC25A24",1.4177040017285,4.0612800310011,4.93467820658639e-13,2.3160257562443e-11
"DUS3L",-0.92770184118587,3.94739261275622,5.15462567890555e-13,2.40697470153564e-11
"AARSD1",-1.24914780577509,2.69218907052666,5.4121000148127e-13,2.51443979981121e-11
"CLCN7",-0.903858672747145,5.97361790582599,6.03065879020052e-13,2.78774021161078e-11
"TRAK2",1.20640609345896,5.68266483437902,6.10184832851223e-13,2.80352704659838e-11
"CC2D1B",-0.826690738866136,5.37631483049602,6.12576297821802e-13,2.80352704659838e-11
"IFIT3",2.4520530282583,5.52981479743603,6.330040986124e-13,2.88267559561162e-11
"KLHDC4",-0.932167048927243,4.82429938021248,6.48320826248625e-13,2.93788338948823e-11
"HLA-F",2.4242978966643,6.41745304948478,6.93020837646444e-13,3.12504837524982e-11
"SKA2",0.909603376660206,3.81381723535282,7.94375151423062e-13,3.56461317948329e-11
"KRI1",-1.11296177977499,5.12868934537873,8.9176311906775e-13,3.97552599938892e-11
"CEP131",-1.02699201711019,3.91052767311688,8.94590587969895e-13,3.97552599938892e-11
"IL10RA",2.95007734078898,3.99158215652296,9.08837842157323e-13,4.01942274519482e-11
"UCP3",-2.78151575810445,7.28494196962176,9.9397842353335e-13,4.37493182683411e-11
"C5orf15",0.869325760600635,5.14058590606828,1.01067357108931e-12,4.42723151450027e-11
"CHD7",-1.28448228703628,5.28237439630966,1.03778542759323e-12,4.52444935944556e-11
"SYMPK",-0.937476933786561,6.42235365627737,1.0839631195212e-12,4.70347959267713e-11
"HLA-C",2.30008507993485,9.39283529962113,1.10402412643651e-12,4.76803659112181e-11
"SQSTM1",-1.29274093468697,9.99751599247613,1.26501005820397e-12,5.4377698716908e-11
"HDAC9",2.349969548231,4.66896924602834,1.28874419615093e-12,5.51402691181044e-11
"CISD2",0.796797941934205,3.95220283440729,1.33313272372718e-12,5.67754070628070e-11
"LDLRAD4",1.69220126766788,4.14245289816483,1.35086126496149e-12,5.72653123335517e-11
"CPQ",1.89748917427606,4.55544429633286,1.44433423805886e-12,6.09469296142361e-11
"TMEM184A",-2.3133131172435,2.6102897080212,1.4859680708107e-12,6.23216892366221e-11
"KLHL21",-1.25105406899167,7.39974167217304,1.49046327123132e-12,6.23216892366221e-11
"TMCC3",-1.58452958521469,5.48026258455338,1.68919445046284e-12,7.03117635737903e-11
"MAP1A",3.17304630410849,6.62823590355186,1.99945075228248e-12,8.28511147308402e-11
"IFI6",2.50032223452411,5.56590885639179,2.05380697577388e-12,8.47218402248607e-11
"MRPS25",-1.06890055862625,6.29961167894324,2.1257565752826e-12,8.72983693572528e-11
"POLE",-1.20587656228707,5.19133023949008,2.24163580327725e-12,9.16480344637664e-11
"INTS1",-1.08075059336183,7.08390871680038,2.32397285813869e-12,9.45939217788399e-11
"TET1",2.51870647236804,1.92532452714146,2.41207915386013e-12,9.77476481777944e-11
"ZZEF1",-0.976250883368196,6.28049845566268,2.53295315929993e-12,1.02195772422807e-10
"NCL",-1.05356681469919,8.52169997705048,2.56259169407772e-12,1.02940091676074e-10
"TANC2",1.81572213340001,3.38758899306855,2.79329391347312e-12,1.11719611782779e-10
"CC2D1A",-0.883503049277098,5.31844343484071,2.84949152242989e-12,1.13473906990617e-10
"GNL2",-1.06742904152651,5.35246309809282,2.89774796000333e-12,1.14829805231892e-10
"HSD3B7",1.69046205740114,4.17422009814036,2.92158418621612e-12,1.14829805231892e-10
"TMEM259",-0.95253066512852,7.26016542663551,2.93884459487614e-12,1.14829805231892e-10
"SELENOI",-0.919061968397981,4.38812095359672,2.9432884769038e-12,1.14829805231892e-10
"ZFAND5",-1.22382060086027,8.75452989629088,2.94595434663839e-12,1.14829805231892e-10
"OLFML2B",2.85470944748523,4.6038594739136,2.9836821424668e-12,1.15809671006549e-10
"RPS6KA5",-1.15587336540777,4.70805499956873,3.12172412488679e-12,1.20237714528808e-10
"DAP3",-0.925827430699957,6.48596214284595,3.12390626941898e-12,1.20237714528808e-10
"NEURL4",-0.792514901924269,5.0813708821681,3.18847917121701e-12,1.22211749566772e-10
"GTF3C2",-0.591993163282269,5.02336967665067,3.44224301874755e-12,1.31390844520576e-10
"TRIM69",2.1149243479634,6.63758535585565,3.80084895486198e-12,1.44479378247006e-10
"UBE2G2",-0.784742165944563,7.28011512230802,4.02367725196112e-12,1.523201935835e-10
