"genes","logFC","logCPM","PValue","FDR"
"H6PD",0.0442599365978174,7.63289693888103,0.241704064332683,0.285534965172127
"FAF1",-0.0277365403001352,6.67422381921605,0.242123520941143,0.285993886347754
"CEP295",0.0352820553946976,3.18951027045707,0.242347293262634,0.2862215793382
"ASB2",-0.0911895326554839,9.05331360529634,0.243548404550073,0.287603341742577
"SCHIP1",0.0632955744545112,3.69085559199762,0.243589862024126,0.287615504776759
"ANO2",-0.0857433650549034,1.7078226684735,0.24412094551808,0.288205710203017
"FAM110B",-0.0581522308421096,4.35798161642704,0.244326972153128,0.288412056259019
"DAD1",-0.0361233329322233,5.40499881661693,0.24452151342621,0.288604793560586
"CES3",0.0956734027860252,5.361157522385,0.245019963980593,0.289156134940534
"TNRC6B",0.0319546076450515,5.98196845957977,0.24581299021629,0.29005492939877
"SLC38A6",-0.0667165483804561,2.35808069505174,0.245856148100648,0.290068775960772
"CAMKK1",0.0773516083362967,2.69059967390531,0.246112210528625,0.290333778324567
"PRPF4B",0.0301678462263486,6.57119428848793,0.246378235350409,0.290610463904885
"ZNF484",0.0274232445686655,1.67770000303754,0.246965486694648,0.29126592662301
"RP11-451G4.2",-0.0937113647891168,9.01927206902505,0.247384416202494,0.291716737397161
"RPS7",0.0435009939113867,7.91323322886066,0.247410934577226,0.291716737397161
"COG7",-0.0329767783186579,3.87202275362608,0.247720256504521,0.292044149143452
"DNAJC21",0.0380318087244002,6.60317328236458,0.247909379139459,0.292229789150344
"ANKS1B",-0.0974802404757602,2.34521414609711,0.24831257545095,0.292667694584744
"HDGF",0.0304427950438148,7.83948190215712,0.248869303162236,0.29328642122949
"DHX30",0.0229382156941767,6.27463738337351,0.249369215058342,0.293838042405355
"SLC35A3",-0.0448708119093399,3.69136670347078,0.249735117886774,0.294231636657666
"LRCH3",0.0223558479501066,5.58606552795186,0.249782551099392,0.294249965441359
"EHMT2",0.0476526230247631,4.24686944051738,0.250422881804535,0.294966648199267
"CD55",0.0666710457450124,6.58011533566762,0.250473611979703,0.294988761442286
"C20orf27",-0.0646430008970617,3.74877544099745,0.251064678789624,0.295647155237532
"TLE4",-0.042838718558037,5.33955829641012,0.251860840342373,0.296546864438833
"FBXL4",0.0420987534393144,4.69478872651596,0.252433760353858,0.297183527844212
