"genes","logFC","logCPM","PValue","FDR"
"FTSJ3",0.340712285964409,5.51692708707564,2.0984059054753e-08,1.15299910199063e-06
"TCEAL8",-0.709157053837988,3.12058593150383,2.11931555196256e-08,1.15759774320511e-06
"ITM2C",-0.772722611295387,4.06996281981073,2.2317668545864e-08,1.21184940204041e-06
"ABHD11",-0.500900128801064,3.14185664102871,2.32042618292233e-08,1.25262304646526e-06
"GALNT16",-0.942087778317683,3.38385460357296,2.37762711990669e-08,1.27603929906155e-06
"SUPT6H",0.268083902594664,7.31380465237835,2.41430757138291e-08,1.28636123300842e-06
"SEMA5A",-0.816194043025872,2.87401086740037,2.42844333129668e-08,1.28636123300842e-06
"NCALD",-0.649675773083181,3.73853524556784,2.43866553760669e-08,1.28636123300842e-06
"PCSK6",0.651731198567791,3.95366539629693,2.4722948015365e-08,1.29606775521826e-06
"PRKAR1B",-0.650137071877669,2.72691689414279,2.48514779193622e-08,1.29606775521826e-06
"MMAB",-0.355979545968544,4.60347626449707,2.51692901786524e-08,1.30526807662439e-06
"RTN4",-0.478638527516805,8.94379472200338,2.73477689015263e-08,1.41031985882676e-06
"GALM",-0.479132722875413,3.44953747251595,2.80238233120932e-08,1.43382679693117e-06
"SLC38A1",0.961583490111519,7.64032647365143,2.81675474668699e-08,1.43382679693117e-06
"CLIP1",0.547597833469502,9.29697984888625,2.82695782733695e-08,1.43382679693117e-06
"RALGAPB",0.216910473553492,5.85128590366381,3.05177766111889e-08,1.53939669889554e-06
"FADS2",-0.937082754829295,3.77543641681136,3.10695091792295e-08,1.5483283213315e-06
"NDUFS4",-0.429905343643557,6.4245031226739,3.13215045219374e-08,1.5483283213315e-06
"LRRFIP1",-0.378868484519608,7.61234368901303,3.13471169265636e-08,1.5483283213315e-06
"STK40",0.446814795186623,7.47249913350875,3.13657670987966e-08,1.5483283213315e-06
"ATN1",0.411052339732732,7.11865086309923,3.15686324332099e-08,1.55005343612213e-06
"PYCR2",-0.309386725075993,5.41617491566222,3.20604139907652e-08,1.56587133094579e-06
"PMF1",-0.379456087930294,5.1458324068436,3.35683274875172e-08,1.62249566913377e-06
"SCP2",-0.401603348232385,6.53338382864427,3.35713002713195e-08,1.62249566913377e-06
"CRAMP1",0.331635564371767,4.52891586064344,3.42326256456215e-08,1.64584045486839e-06
"RGS3",-0.735804580653579,5.10153455190051,3.47266489722691e-08,1.66094143348713e-06
"TIAL1",0.200238598636967,6.30245956017953,3.55591555513611e-08,1.69199260254956e-06
"FBRS",0.273188986627034,6.02806516289075,3.60796728511855e-08,1.7020457104373e-06
"NACC2",0.325227617245688,5.71869535746329,3.61392004382743e-08,1.7020457104373e-06
"OLFML1",-1.03595147873383,2.42332329824521,3.64105787903662e-08,1.70612209550188e-06
"SOCS4",0.363535296414635,4.08931348282896,3.66308336809228e-08,1.70777386721514e-06
"IGF2",-1.32666593349603,6.57626738038646,3.70140399256294e-08,1.71696785202756e-06
